Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,2,5,7,1501,1500,1743,1801,AA,1732,N067AA,222,241,197,-18,1,SJU,JFK,1597,9,16,0,,0,0,0,0,0,0
2006,2,6,1,1457,1500,1748,1801,AA,1732,N067AA,231,241,206,-13,-3,SJU,JFK,1597,8,17,0,,0,0,0,0,0,0
2006,2,7,2,1452,1500,1735,1801,AA,1732,N390AA,223,241,201,-26,-8,SJU,JFK,1597,12,10,0,,0,0,0,0,0,0
2006,2,8,3,1500,1500,1736,1801,AA,1732,N354AA,216,241,193,-25,0,SJU,JFK,1597,9,14,0,,0,0,0,0,0,0
2006,2,9,4,1450,1500,1724,1801,AA,1732,N359AA,214,241,196,-37,-10,SJU,JFK,1597,8,10,0,,0,0,0,0,0,0
2006,2,10,5,1457,1500,1806,1801,AA,1732,N375AA,249,241,217,5,-3,SJU,JFK,1597,23,9,0,,0,0,0,0,0,0
2006,2,11,6,NA,1500,NA,1801,AA,1732,0,NA,241,NA,NA,NA,SJU,JFK,1597,0,0,1,B,0,0,0,0,0,0
2006,2,12,7,NA,1500,NA,1801,AA,1732,0,NA,241,NA,NA,NA,SJU,JFK,1597,0,0,1,B,0,0,0,0,0,0
2006,2,13,1,NA,1500,NA,1801,AA,1732,0,NA,241,NA,NA,NA,SJU,JFK,1597,0,0,1,B,0,0,0,0,0,0
2006,2,14,2,1610,1500,1930,1801,AA,1732,N357AA,260,241,216,89,70,SJU,JFK,1597,20,24,0,,0,67,0,19,0,3
2006,2,15,3,1456,1500,1812,1801,AA,1732,N356AA,256,241,224,11,-4,SJU,JFK,1597,12,20,0,,0,0,0,0,0,0
2006,2,16,4,1731,1500,2018,1801,AA,1732,N393AA,227,241,209,137,151,SJU,JFK,1597,6,12,0,,0,0,0,0,0,137
2006,2,17,5,1528,1500,1841,1801,AA,1732,N055AA,253,241,222,40,28,SJU,JFK,1597,11,20,0,,0,8,0,12,0,20
2006,2,18,6,1810,1500,2100,1801,AA,1732,N393AA,230,241,212,179,190,SJU,JFK,1597,7,11,0,,0,2,0,0,0,177
2006,2,19,7,1519,1500,1829,1801,AA,1732,N379AA,250,241,231,28,19,SJU,JFK,1597,5,14,0,,0,0,0,9,0,19
2006,2,20,1,1455,1500,1748,1801,AA,1732,N356AA,233,241,215,-13,-5,SJU,JFK,1597,5,13,0,,0,0,0,0,0,0
2006,2,21,2,1452,1500,1752,1801,AA,1732,N383AA,240,241,218,-9,-8,SJU,JFK,1597,6,16,0,,0,0,0,0,0,0
2006,2,22,3,1453,1500,1758,1801,AA,1732,N391AA,245,241,216,-3,-7,SJU,JFK,1597,18,11,0,,0,0,0,0,0,0
2006,2,23,4,1507,1500,1814,1801,AA,1732,N372AA,247,241,207,13,7,SJU,JFK,1597,9,31,0,,0,0,0,0,0,0
2006,2,24,5,1505,1500,1801,1801,AA,1732,N356AA,236,241,222,0,5,SJU,JFK,1597,7,7,0,,0,0,0,0,0,0
2006,2,25,6,1450,1500,1813,1801,AA,1732,N384AA,263,241,226,12,-10,SJU,JFK,1597,3,34,0,,0,0,0,0,0,0
2006,2,26,7,1502,1500,1757,1801,AA,1732,N371AA,235,241,214,-4,2,SJU,JFK,1597,10,11,0,,0,0,0,0,0,0
2006,2,27,1,1455,1500,1759,1801,AA,1732,N389AA,244,241,217,-2,-5,SJU,JFK,1597,9,18,0,,0,0,0,0,0,0
2006,2,28,2,1453,1500,1741,1801,AA,1732,N399AA,228,241,208,-20,-7,SJU,JFK,1597,4,16,0,,0,0,0,0,0,0
2006,2,1,3,702,702,825,840,AA,1736,N408AA,83,98,71,-15,0,DFW,STL,551,3,9,0,,0,0,0,0,0,0
2006,2,2,4,656,702,831,840,AA,1736,N233AA,95,98,80,-9,-6,DFW,STL,551,3,12,0,,0,0,0,0,0,0
2006,2,3,5,659,702,835,840,AA,1736,N225AA,96,98,74,-5,-3,DFW,STL,551,6,16,0,,0,0,0,0,0,0
2006,2,4,6,655,702,839,840,AA,1736,N420AA,104,98,90,-1,-7,DFW,STL,551,4,10,0,,0,0,0,0,0,0
2006,2,5,7,653,702,826,840,AA,1736,N484AA,93,98,81,-14,-9,DFW,STL,551,2,10,0,,0,0,0,0,0,0
2006,2,6,1,657,702,826,840,AA,1736,N581AA,89,98,71,-14,-5,DFW,STL,551,3,15,0,,0,0,0,0,0,0
2006,2,7,2,658,702,841,840,AA,1736,N465AA,103,98,80,1,-4,DFW,STL,551,4,19,0,,0,0,0,0,0,0
2006,2,8,3,653,702,837,840,AA,1736,N505AA,104,98,83,-3,-9,DFW,STL,551,8,13,0,,0,0,0,0,0,0
2006,2,9,4,654,702,828,840,AA,1736,N415AA,94,98,77,-12,-8,DFW,STL,551,3,14,0,,0,0,0,0,0,0
2006,2,10,5,657,702,823,840,AA,1736,N416AA,86,98,73,-17,-5,DFW,STL,551,4,9,0,,0,0,0,0,0,0
2006,2,11,6,658,702,833,840,AA,1736,N255AA,95,98,78,-7,-4,DFW,STL,551,3,14,0,,0,0,0,0,0,0
2006,2,12,7,655,702,836,840,AA,1736,N447AA,101,98,87,-4,-7,DFW,STL,551,4,10,0,,0,0,0,0,0,0
2006,2,13,1,716,702,850,840,AA,1736,N489AA,94,98,78,10,14,DFW,STL,551,2,14,0,,0,0,0,0,0,0
2006,2,14,2,655,702,832,840,AA,1736,N503AA,97,98,84,-8,-7,DFW,STL,551,2,11,0,,0,0,0,0,0,0
2006,2,15,3,656,702,821,840,AA,1736,N530AA,85,98,71,-19,-6,DFW,STL,551,2,12,0,,0,0,0,0,0,0
2006,2,16,4,658,702,833,840,AA,1736,N4YJAA,95,98,75,-7,-4,DFW,STL,551,2,18,0,,0,0,0,0,0,0
2006,2,17,5,659,702,835,840,AA,1736,N455AA,96,98,80,-5,-3,DFW,STL,551,3,13,0,,0,0,0,0,0,0
2006,2,18,6,NA,702,NA,840,AA,1736,0,NA,98,NA,NA,NA,DFW,STL,551,0,0,1,B,0,0,0,0,0,0
2006,2,19,7,711,702,909,840,AA,1736,N408AA,118,98,72,29,9,DFW,STL,551,5,41,0,,0,0,9,20,0,0
2006,2,20,1,659,702,910,840,AA,1736,N480AA,131,98,77,30,-3,DFW,STL,551,3,51,0,,0,0,0,30,0,0
2006,2,21,2,657,702,823,840,AA,1736,N552AA,86,98,72,-17,-5,DFW,STL,551,3,11,0,,0,0,0,0,0,0
2006,2,22,3,659,702,830,840,AA,1736,N506AA,91,98,69,-10,-3,DFW,STL,551,3,19,0,,0,0,0,0,0,0
2006,2,23,4,656,702,841,840,AA,1736,N237AA,105,98,75,1,-6,DFW,STL,551,5,25,0,,0,0,0,0,0,0
2006,2,24,5,658,702,831,840,AA,1736,N232AA,93,98,76,-9,-4,DFW,STL,551,3,14,0,,0,0,0,0,0,0
2006,2,25,6,654,702,824,840,AA,1736,N456AA,90,98,71,-16,-8,DFW,STL,551,4,15,0,,0,0,0,0,0,0
2006,2,26,7,658,702,833,840,AA,1736,N226AA,95,98,80,-7,-4,DFW,STL,551,4,11,0,,0,0,0,0,0,0
2006,2,27,1,655,702,829,840,AA,1736,N452AA,94,98,78,-11,-7,DFW,STL,551,4,12,0,,0,0,0,0,0,0
2006,2,28,2,656,702,836,840,AA,1736,N477AA,100,98,84,-4,-6,DFW,STL,551,4,12,0,,0,0,0,0,0,0
2006,2,3,5,1058,1047,1248,1254,AA,1737,N4UBAA,170,187,148,-6,11,RSW,ORD,1120,4,18,0,,0,0,0,0,0,0
2006,2,4,6,1226,1047,1404,1254,AA,1737,N492AA,158,187,141,70,99,RSW,ORD,1120,5,12,0,,0,0,0,14,0,56
2006,2,5,7,1039,1047,1241,1254,AA,1737,N507AA,182,187,170,-13,-8,RSW,ORD,1120,4,8,0,,0,0,0,0,0,0
2006,2,6,1,1044,1047,1237,1254,AA,1737,N462AA,173,187,159,-17,-3,RSW,ORD,1120,6,8,0,,0,0,0,0,0,0
2006,2,7,2,1045,1047,1223,1254,AA,1737,N558AA,158,187,144,-31,-2,RSW,ORD,1120,6,8,0,,0,0,0,0,0,0
2006,2,8,3,1040,1047,1237,1254,AA,1737,N474AA,177,187,162,-17,-7,RSW,ORD,1120,6,9,0,,0,0,0,0,0,0
2006,2,9,4,1041,1047,1244,1254,AA,1737,N558AA,183,187,171,-10,-6,RSW,ORD,1120,5,7,0,,0,0,0,0,0,0
2006,2,10,5,1043,1047,1236,1254,AA,1737,N459AA,173,187,159,-18,-4,RSW,ORD,1120,5,9,0,,0,0,0,0,0,0
2006,2,11,6,1049,1047,1239,1254,AA,1737,N484AA,170,187,153,-15,2,RSW,ORD,1120,5,12,0,,0,0,0,0,0,0
2006,2,12,7,1050,1047,1239,1254,AA,1737,N492AA,169,187,149,-15,3,RSW,ORD,1120,9,11,0,,0,0,0,0,0,0
2006,2,13,1,1039,1047,1250,1254,AA,1737,N224AA,191,187,171,-4,-8,RSW,ORD,1120,9,11,0,,0,0,0,0,0,0
2006,2,14,2,1045,1047,1245,1254,AA,1737,N420AA,180,187,160,-9,-2,RSW,ORD,1120,5,15,0,,0,0,0,0,0,0
2006,2,15,3,1047,1047,1240,1254,AA,1737,N459AA,173,187,153,-14,0,RSW,ORD,1120,8,12,0,,0,0,0,0,0,0
2006,2,16,4,1049,1047,1616,1254,AA,1737,N518AA,387,187,186,202,2,RSW,ORD,1120,6,195,0,,0,0,0,202,0,0
2006,2,17,5,1044,1047,1330,1254,AA,1737,N297AA,226,187,166,36,-3,RSW,ORD,1120,6,54,0,,0,0,0,36,0,0
2006,2,18,6,1044,1047,1235,1254,AA,1737,N558AA,171,187,156,-19,-3,RSW,ORD,1120,7,8,0,,0,0,0,0,0,0
2006,2,19,7,1053,1047,1250,1254,AA,1737,N4YRAA,177,187,162,-4,6,RSW,ORD,1120,4,11,0,,0,0,0,0,0,0
2006,2,20,1,1041,1047,1239,1254,AA,1737,N248AA,178,187,162,-15,-6,RSW,ORD,1120,6,10,0,,0,0,0,0,0,0
2006,2,21,2,1052,1047,1259,1254,AA,1737,N481AA,187,187,160,5,5,RSW,ORD,1120,15,12,0,,0,0,0,0,0,0
2006,2,22,3,1047,1047,1306,1254,AA,1737,N514AA,199,187,181,12,0,RSW,ORD,1120,6,12,0,,0,0,0,0,0,0
2006,2,23,4,1050,1047,1251,1254,AA,1737,N409AA,181,187,166,-3,3,RSW,ORD,1120,4,11,0,,0,0,0,0,0,0
2006,2,24,5,1039,1047,1235,1254,AA,1737,N218AA,176,187,159,-19,-8,RSW,ORD,1120,10,7,0,,0,0,0,0,0,0
2006,2,25,6,1043,1047,1244,1254,AA,1737,N491AA,181,187,166,-10,-4,RSW,ORD,1120,4,11,0,,0,0,0,0,0,0
2006,2,26,7,1041,1047,1237,1254,AA,1737,N425AA,176,187,163,-17,-6,RSW,ORD,1120,5,8,0,,0,0,0,0,0,0
2006,2,27,1,1043,1047,1248,1254,AA,1737,N427AA,185,187,169,-6,-4,RSW,ORD,1120,7,9,0,,0,0,0,0,0,0
2006,2,28,2,1044,1047,1241,1254,AA,1737,N283AA,177,187,161,-13,-3,RSW,ORD,1120,7,9,0,,0,0,0,0,0,0
2006,2,1,3,1903,1915,2207,2210,AA,1738,N5EJAA,244,235,229,-3,-12,SJU,IAD,1571,5,10,0,,0,0,0,0,0,0
2006,2,2,4,1905,1915,2143,2210,AA,1738,N639AA,218,235,205,-27,-10,SJU,IAD,1571,4,9,0,,0,0,0,0,0,0
2006,2,3,5,2006,1915,2243,2210,AA,1738,N5CAAA,217,235,203,33,51,SJU,IAD,1571,5,9,0,,0,0,0,0,0,33
2006,2,4,6,1918,1915,2145,2210,AA,1738,N5CJAA,207,235,193,-25,3,SJU,IAD,1571,6,8,0,,0,0,0,0,0,0
2006,2,5,7,1912,1915,2201,2210,AA,1738,N5CHAA,229,235,214,-9,-3,SJU,IAD,1571,6,9,0,,0,0,0,0,0,0
2006,2,6,1,1910,1915,2157,2210,AA,1738,N5FPAA,227,235,204,-13,-5,SJU,IAD,1571,15,8,0,,0,0,0,0,0,0
2006,2,7,2,1904,1915,2148,2210,AA,1738,N640AA,224,235,203,-22,-11,SJU,IAD,1571,9,12,0,,0,0,0,0,0,0
2006,2,8,3,1908,1915,2156,2210,AA,1738,N5CVAA,228,235,206,-14,-7,SJU,IAD,1571,8,14,0,,0,0,0,0,0,0
2006,2,9,4,1909,1915,2157,2210,AA,1738,N5BTAA,228,235,213,-13,-6,SJU,IAD,1571,4,11,0,,0,0,0,0,0,0
2006,2,10,5,2226,1915,57,2210,AA,1738,N623AA,211,235,198,167,191,SJU,IAD,1571,5,8,0,,0,0,0,0,0,167
2006,2,11,6,NA,1915,NA,2210,AA,1738,0,NA,235,NA,NA,NA,SJU,IAD,1571,0,0,1,B,0,0,0,0,0,0
2006,2,12,7,1912,1915,2154,2210,AA,1738,N5CDAA,222,235,202,-16,-3,SJU,IAD,1571,8,12,0,,0,0,0,0,0,0
2006,2,13,1,1921,1915,2211,2210,AA,1738,N5FRAA,230,235,214,1,6,SJU,IAD,1571,4,12,0,,0,0,0,0,0,0
2006,2,14,2,1906,1915,2200,2210,AA,1738,N5DAAA,234,235,215,-10,-9,SJU,IAD,1571,7,12,0,,0,0,0,0,0,0
2006,2,15,3,1914,1915,2210,2210,AA,1738,N622AA,236,235,221,0,-1,SJU,IAD,1571,5,10,0,,0,0,0,0,0,0
2006,2,16,4,1909,1915,2209,2210,AA,1738,N615AA,240,235,220,-1,-6,SJU,IAD,1571,6,14,0,,0,0,0,0,0,0
2006,2,17,5,1911,1915,2213,2210,AA,1738,N5CUAA,242,235,219,3,-4,SJU,IAD,1571,11,12,0,,0,0,0,0,0,0
2006,2,18,6,2025,1915,2321,2210,AA,1738,N618AA,236,235,223,71,70,SJU,IAD,1571,5,8,0,,0,0,0,1,0,70
2006,2,19,7,1910,1915,2209,2210,AA,1738,N5CRAA,239,235,219,-1,-5,SJU,IAD,1571,5,15,0,,0,0,0,0,0,0
2006,2,20,1,1903,1915,2202,2210,AA,1738,N5FEAA,239,235,220,-8,-12,SJU,IAD,1571,6,13,0,,0,0,0,0,0,0
2006,2,21,2,1915,1915,2206,2210,AA,1738,N5CXAA,231,235,214,-4,0,SJU,IAD,1571,6,11,0,,0,0,0,0,0,0
2006,2,22,3,1908,1915,2212,2210,AA,1738,N5CPAA,244,235,224,2,-7,SJU,IAD,1571,10,10,0,,0,0,0,0,0,0
2006,2,23,4,1908,1915,2202,2210,AA,1738,N623AA,234,235,212,-8,-7,SJU,IAD,1571,10,12,0,,0,0,0,0,0,0
2006,2,24,5,1932,1915,2230,2210,AA,1738,N5EDAA,238,235,217,20,17,SJU,IAD,1571,6,15,0,,0,17,0,3,0,0
2006,2,25,6,1911,1915,2209,2210,AA,1738,N5CSAA,238,235,216,-1,-4,SJU,IAD,1571,10,12,0,,0,0,0,0,0,0
2006,2,26,7,1913,1915,2202,2210,AA,1738,N641AA,229,235,210,-8,-2,SJU,IAD,1571,8,11,0,,0,0,0,0,0,0
2006,2,27,1,1909,1915,2206,2210,AA,1738,N5EGAA,237,235,217,-4,-6,SJU,IAD,1571,12,8,0,,0,0,0,0,0,0
2006,2,28,2,1908,1915,2200,2210,AA,1738,N625AA,232,235,211,-10,-7,SJU,IAD,1571,5,16,0,,0,0,0,0,0,0
2006,2,1,3,2347,2354,538,550,AA,1740,N4WRAA,231,236,209,-12,-7,LAX,ORD,1745,3,19,0,,0,0,0,0,0,0
2006,2,2,4,2358,2354,603,550,AA,1740,N599AA,245,236,224,13,4,LAX,ORD,1745,5,16,0,,0,0,0,0,0,0
2006,2,3,5,2356,2354,546,550,AA,1740,N480AA,230,236,213,-4,2,LAX,ORD,1745,5,12,0,,0,0,0,0,0,0
2006,2,4,6,31,2354,554,550,AA,1740,N4WXAA,203,236,188,4,37,LAX,ORD,1745,5,10,0,,0,0,0,0,0,0
2006,2,5,7,2346,2354,551,550,AA,1740,N4WBAA,245,236,213,1,-8,LAX,ORD,1745,7,25,0,,0,0,0,0,0,0
2006,2,6,1,2345,2354,546,550,AA,1740,N569AA,241,236,214,-4,-9,LAX,ORD,1745,12,15,0,,0,0,0,0,0,0
2006,2,7,2,2350,2354,602,550,AA,1740,N567AA,252,236,228,12,-4,LAX,ORD,1745,5,19,0,,0,0,0,0,0,0
2006,2,8,3,2346,2354,554,550,AA,1740,N4XNAA,248,236,227,4,-8,LAX,ORD,1745,9,12,0,,0,0,0,0,0,0
2006,2,9,4,2353,2354,550,550,AA,1740,N434AA,237,236,218,0,-1,LAX,ORD,1745,4,15,0,,0,0,0,0,0,0
2006,2,10,5,2354,2354,548,550,AA,1740,N4XNAA,234,236,218,-2,0,LAX,ORD,1745,4,12,0,,0,0,0,0,0,0
2006,2,11,6,2400,2354,559,550,AA,1740,N594AA,239,236,220,9,6,LAX,ORD,1745,6,13,0,,0,0,0,0,0,0
2006,2,12,7,2348,2354,554,550,AA,1740,N566AA,246,236,222,4,-6,LAX,ORD,1745,6,18,0,,0,0,0,0,0,0
2006,2,13,1,2350,2354,616,550,AA,1740,N4XCAA,266,236,213,26,-4,LAX,ORD,1745,37,16,0,,0,0,0,26,0,0
2006,2,14,2,9,2354,543,550,AA,1740,N4WNAA,214,236,195,-7,15,LAX,ORD,1745,7,12,0,,0,0,0,0,0,0
2006,2,15,3,17,2354,549,550,AA,1740,N564AA,212,236,186,-1,23,LAX,ORD,1745,13,13,0,,0,0,0,0,0,0
2006,2,16,4,34,2354,639,550,AA,1740,N591AA,245,236,177,49,40,LAX,ORD,1745,40,28,0,,0,12,0,9,0,28
2006,2,17,5,217,2354,737,550,AA,1740,N4XBAA,200,236,183,107,143,LAX,ORD,1745,6,11,0,,0,47,0,0,0,60
2006,2,18,6,35,2354,601,550,AA,1740,N4XMAA,206,236,183,11,41,LAX,ORD,1745,4,19,0,,0,0,0,0,0,0
2006,2,19,7,30,2354,548,550,AA,1740,N4XUAA,198,236,179,-2,36,LAX,ORD,1745,6,13,0,,0,0,0,0,0,0
2006,2,20,1,2355,2354,522,550,AA,1740,N4YMAA,207,236,188,-28,1,LAX,ORD,1745,7,12,0,,0,0,0,0,0,0
2006,2,21,2,2354,2354,529,550,AA,1740,N570AA,215,236,194,-21,0,LAX,ORD,1745,4,17,0,,0,0,0,0,0,0
2006,2,22,3,2348,2354,533,550,AA,1740,N570AA,225,236,207,-17,-6,LAX,ORD,1745,3,15,0,,0,0,0,0,0,0
2006,2,23,4,30,2354,617,550,AA,1740,N4XXAA,227,236,210,27,36,LAX,ORD,1745,6,11,0,,0,27,0,0,0,0
2006,2,24,5,15,2354,604,550,AA,1740,N4YAAA,229,236,208,14,21,LAX,ORD,1745,4,17,0,,0,0,0,0,0,0
2006,2,25,6,2356,2354,553,550,AA,1740,N4WXAA,237,236,215,3,2,LAX,ORD,1745,7,15,0,,0,0,0,0,0,0
2006,2,26,7,2351,2354,537,550,AA,1740,N560AA,226,236,206,-13,-3,LAX,ORD,1745,6,14,0,,0,0,0,0,0,0
2006,2,27,1,2355,2354,538,550,AA,1740,N595AA,223,236,198,-12,1,LAX,ORD,1745,13,12,0,,0,0,0,0,0,0
2006,2,28,2,2355,2354,536,550,AA,1740,N202AA,221,236,193,-14,1,LAX,ORD,1745,13,15,0,,0,0,0,0,0,0
2006,2,3,5,806,810,1018,1012,AA,1741,N540AA,192,182,164,6,-4,CLT,DFW,936,7,21,0,,0,0,0,0,0,0
2006,2,4,6,808,810,952,1012,AA,1741,N418AA,164,182,137,-20,-2,CLT,DFW,936,9,18,0,,0,0,0,0,0,0
2006,2,5,7,808,810,1009,1012,AA,1741,N4YHAA,181,182,156,-3,-2,CLT,DFW,936,15,10,0,,0,0,0,0,0,0
2006,2,6,1,811,810,1001,1012,AA,1741,N224AA,170,182,154,-11,1,CLT,DFW,936,3,13,0,,0,0,0,0,0,0
2006,2,7,2,805,810,1002,1012,AA,1741,N483AA,177,182,145,-10,-5,CLT,DFW,936,9,23,0,,0,0,0,0,0,0
2006,2,8,3,807,810,1012,1012,AA,1741,N414AA,185,182,153,0,-3,CLT,DFW,936,11,21,0,,0,0,0,0,0,0
2006,2,9,4,808,810,948,1012,AA,1741,N296AA,160,182,143,-24,-2,CLT,DFW,936,6,11,0,,0,0,0,0,0,0
2006,2,10,5,810,810,1022,1012,AA,1741,N426AA,192,182,163,10,0,CLT,DFW,936,9,20,0,,0,0,0,0,0,0
2006,2,11,6,809,810,1012,1012,AA,1741,N582AA,183,182,166,0,-1,CLT,DFW,936,5,12,0,,0,0,0,0,0,0
2006,2,12,7,806,810,1017,1012,AA,1741,N237AA,191,182,141,5,-4,CLT,DFW,936,32,18,0,,0,0,0,0,0,0
2006,2,13,1,804,810,952,1012,AA,1741,N401AA,168,182,127,-20,-6,CLT,DFW,936,18,23,0,,0,0,0,0,0,0
2006,2,14,2,806,810,1001,1012,AA,1741,N4WPAA,175,182,141,-11,-4,CLT,DFW,936,17,17,0,,0,0,0,0,0,0
2006,2,15,3,806,810,1005,1012,AA,1741,N244AA,179,182,139,-7,-4,CLT,DFW,936,15,25,0,,0,0,0,0,0,0
2006,2,16,4,810,810,1012,1012,AA,1741,N467AA,182,182,148,0,0,CLT,DFW,936,12,22,0,,0,0,0,0,0,0
2006,2,17,5,807,810,1008,1012,AA,1741,N401AA,181,182,150,-4,-3,CLT,DFW,936,3,28,0,,0,0,0,0,0,0
2006,2,18,6,NA,810,NA,1012,AA,1741,0,NA,182,NA,NA,NA,CLT,DFW,936,0,0,1,B,0,0,0,0,0,0
2006,2,19,7,804,810,1047,1012,AA,1741,N427AA,223,182,164,35,-6,CLT,DFW,936,37,22,0,,0,0,0,35,0,0
2006,2,20,1,941,810,1155,1012,AA,1741,N413AA,194,182,152,103,91,CLT,DFW,936,22,20,0,,0,91,0,12,0,0
2006,2,21,2,807,810,1034,1012,AA,1741,N4YCAA,207,182,164,22,-3,CLT,DFW,936,12,31,0,,0,0,0,22,0,0
2006,2,22,3,806,810,1022,1012,AA,1741,N482AA,196,182,169,10,-4,CLT,DFW,936,9,18,0,,0,0,0,0,0,0
2006,2,23,4,807,810,1014,1012,AA,1741,N224AA,187,182,162,2,-3,CLT,DFW,936,6,19,0,,0,0,0,0,0,0
2006,2,24,5,807,810,1006,1012,AA,1741,N4WUAA,179,182,155,-6,-3,CLT,DFW,936,9,15,0,,0,0,0,0,0,0
2006,2,25,6,810,810,1015,1012,AA,1741,N544AA,185,182,154,3,0,CLT,DFW,936,8,23,0,,0,0,0,0,0,0
2006,2,26,7,815,810,952,1012,AA,1741,N464AA,157,182,139,-20,5,CLT,DFW,936,7,11,0,,0,0,0,0,0,0
2006,2,27,1,813,810,1009,1012,AA,1741,N574AA,176,182,144,-3,3,CLT,DFW,936,10,22,0,,0,0,0,0,0,0
2006,2,28,2,810,810,1011,1012,AA,1741,N564AA,181,182,134,-1,0,CLT,DFW,936,31,16,0,,0,0,0,0,0,0
2006,2,1,3,2125,2135,26,27,AA,1742,N074AA,241,232,215,-1,-10,SJU,JFK,1597,14,12,0,,0,0,0,0,0,0
2006,2,2,4,2120,2135,9,27,AA,1742,N065AA,229,232,207,-18,-15,SJU,JFK,1597,11,11,0,,0,0,0,0,0,0
2006,2,3,5,2121,2135,2355,27,AA,1742,N057AA,214,232,186,-32,-14,SJU,JFK,1597,20,8,0,,0,0,0,0,0,0
2006,2,4,6,2137,2135,14,27,AA,1742,N069AA,217,232,195,-13,2,SJU,JFK,1597,10,12,0,,0,0,0,0,0,0
2006,2,5,7,2155,2135,31,27,AA,1742,N060AA,216,232,187,4,20,SJU,JFK,1597,10,19,0,,0,0,0,0,0,0
2006,2,6,1,2124,2135,21,27,AA,1742,N083AA,237,232,215,-6,-11,SJU,JFK,1597,9,13,0,,0,0,0,0,0,0
2006,2,7,2,2128,2135,28,27,AA,1742,N050AA,240,232,201,1,-7,SJU,JFK,1597,12,27,0,,0,0,0,0,0,0
2006,2,8,3,2128,2135,3,27,AA,1742,N058AA,215,232,201,-24,-7,SJU,JFK,1597,6,8,0,,0,0,0,0,0,0
2006,2,9,4,2255,2135,135,27,AA,1742,N050AA,220,232,203,68,80,SJU,JFK,1597,10,7,0,,0,0,0,0,0,68
2006,2,10,5,2154,2135,38,27,AA,1742,N075AA,224,232,207,11,19,SJU,JFK,1597,5,12,0,,0,0,0,0,0,0
2006,2,11,6,NA,2135,NA,27,AA,1742,0,NA,232,NA,NA,NA,SJU,JFK,1597,0,0,1,B,0,0,0,0,0,0
2006,2,12,7,NA,2135,NA,27,AA,1742,0,NA,232,NA,NA,NA,SJU,JFK,1597,0,0,1,B,0,0,0,0,0,0
2006,2,13,1,2126,2135,15,27,AA,1742,N054AA,229,232,202,-12,-9,SJU,JFK,1597,18,9,0,,0,0,0,0,0,0
2006,2,14,2,2126,2135,16,27,AA,1742,N062AA,230,232,207,-11,-9,SJU,JFK,1597,12,11,0,,0,0,0,0,0,0
2006,2,15,3,2130,2135,11,27,AA,1742,N073AA,221,232,206,-16,-5,SJU,JFK,1597,7,8,0,,0,0,0,0,0,0
2006,2,16,4,2130,2135,27,27,AA,1742,N050AA,237,232,218,0,-5,SJU,JFK,1597,9,10,0,,0,0,0,0,0,0
2006,2,17,5,2122,2135,9,27,AA,1742,N064AA,227,232,212,-18,-13,SJU,JFK,1597,5,10,0,,0,0,0,0,0,0
2006,2,18,6,125,2135,411,27,AA,1742,N065AA,226,232,208,224,230,SJU,JFK,1597,9,9,0,,0,224,0,0,0,0
2006,2,19,7,2128,2135,37,27,AA,1742,N063AA,249,232,213,10,-7,SJU,JFK,1597,26,10,0,,0,0,0,0,0,0
2006,2,20,1,2142,2135,49,27,AA,1742,N078AA,247,232,214,22,7,SJU,JFK,1597,23,10,0,,0,7,0,15,0,0
2006,2,21,2,2133,2135,20,27,AA,1742,N064AA,227,232,212,-7,-2,SJU,JFK,1597,7,8,0,,0,0,0,0,0,0
2006,2,22,3,2126,2135,23,27,AA,1742,N054AA,237,232,212,-4,-9,SJU,JFK,1597,12,13,0,,0,0,0,0,0,0
2006,2,23,4,2124,2135,2,27,AA,1742,N082AA,218,232,203,-25,-11,SJU,JFK,1597,7,8,0,,0,0,0,0,0,0
2006,2,24,5,2127,2135,28,27,AA,1742,N071AA,241,232,215,1,-8,SJU,JFK,1597,15,11,0,,0,0,0,0,0,0
2006,2,25,6,2224,2135,108,27,AA,1742,N080AA,224,232,207,41,49,SJU,JFK,1597,5,12,0,,0,10,0,0,0,31
2006,2,26,7,2135,2135,12,27,AA,1742,N083AA,217,232,195,-15,0,SJU,JFK,1597,11,11,0,,0,0,0,0,0,0
2006,2,27,1,2303,2135,211,27,AA,1742,N079AA,248,232,216,104,88,SJU,JFK,1597,10,22,0,,0,88,0,16,0,0
2006,2,28,2,2133,2135,26,27,AA,1742,N073AA,233,232,213,-1,-2,SJU,JFK,1597,9,11,0,,0,0,0,0,0,0
2006,2,2,4,1540,1544,1638,1645,AA,1743,N3CTAA,58,61,38,-7,-4,TPA,MIA,204,10,10,0,,0,0,0,0,0,0
2006,2,4,6,1710,1544,1814,1645,AA,1743,N3DGAA,64,61,43,89,86,TPA,MIA,204,7,14,0,,0,0,0,3,0,86
2006,2,6,1,1555,1544,1649,1645,AA,1743,N3ABAA,54,61,33,4,11,TPA,MIA,204,3,18,0,,0,0,0,0,0,0
2006,2,7,2,1540,1544,1639,1645,AA,1743,N3AYAA,59,61,43,-6,-4,TPA,MIA,204,4,12,0,,0,0,0,0,0,0
